"function_name"	"category"	"help_topic"	"argument"	"required"	"default"	"standard_value"	"standard_rule"	"description"
"dex_sofa_icu.t"	"derived_index"	"dex_sofa_icu.t"	"stay_id"	FALSE	"T"	"T"	"Preserve the package default."	"character or logical"
"dex_sofa_icu.t"	"derived_index"	"dex_sofa_icu.t"	"hr"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sofa_icu.t"	"derived_index"	"dex_sofa_icu.t"	"sofa_24hours"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sofa_icu.t"	"derived_index"	"dex_sofa_icu.t"	"respiration_24hours"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sofa_icu.t"	"derived_index"	"dex_sofa_icu.t"	"coagulation_24hours"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sofa_icu.t"	"derived_index"	"dex_sofa_icu.t"	"liver_24hours"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sofa_icu.t"	"derived_index"	"dex_sofa_icu.t"	"cardiovascular_24hours"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sofa_icu.t"	"derived_index"	"dex_sofa_icu.t"	"cns_24hours"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sofa_icu.t"	"derived_index"	"dex_sofa_icu.t"	"renal_24hours"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sofa_icu.t"	"derived_index"	"dex_sofa_icu.t"	"starttime"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sofa_icu.t"	"derived_index"	"dex_sofa_icu.t"	"endtime"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sofa_icu.t"	"derived_index"	"dex_sofa_icu.t"	"pao2fio2ratio_novent"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sofa_icu.t"	"derived_index"	"dex_sofa_icu.t"	"pao2fio2ratio_vent"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sofa_icu.t"	"derived_index"	"dex_sofa_icu.t"	"rate_epinephrine"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sofa_icu.t"	"derived_index"	"dex_sofa_icu.t"	"rate_norepinephrine"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sofa_icu.t"	"derived_index"	"dex_sofa_icu.t"	"rate_dopamine"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sofa_icu.t"	"derived_index"	"dex_sofa_icu.t"	"rate_dobutamine"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sofa_icu.t"	"derived_index"	"dex_sofa_icu.t"	"meanbp_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sofa_icu.t"	"derived_index"	"dex_sofa_icu.t"	"gcs_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sofa_icu.t"	"derived_index"	"dex_sofa_icu.t"	"uo_24hr"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sofa_icu.t"	"derived_index"	"dex_sofa_icu.t"	"bilirubin_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sofa_icu.t"	"derived_index"	"dex_sofa_icu.t"	"creatinine_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sofa_icu.t"	"derived_index"	"dex_sofa_icu.t"	"platelet_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sofa_icu.t"	"derived_index"	"dex_sofa_icu.t"	"respiration"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sofa_icu.t"	"derived_index"	"dex_sofa_icu.t"	"coagulation"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sofa_icu.t"	"derived_index"	"dex_sofa_icu.t"	"liver"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sofa_icu.t"	"derived_index"	"dex_sofa_icu.t"	"cardiovascular"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sofa_icu.t"	"derived_index"	"dex_sofa_icu.t"	"cns"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sofa_icu.t"	"derived_index"	"dex_sofa_icu.t"	"renal"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sofa_icu.t"	"derived_index"	"dex_sofa_icu.t"	"subject_id"	FALSE	"F"	"F"	"Preserve the package default."	""
"dex_sofa_icu.t"	"derived_index"	"dex_sofa_icu.t"	"hadm_id"	FALSE	"F"	"F"	"Preserve the package default."	""
"diag_AIDS.HIV_hadm"	"diagnosis"	"diag_AIDS.HIV_hadm"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
"diag_AIDS.HIV_hadm"	"diagnosis"	"diag_AIDS.HIV_hadm"	"hadm_id"	FALSE	"T"	"T"	"Preserve the package default."	"character or logical"
"diag_AIDS.HIV_hadm"	"diagnosis"	"diag_AIDS.HIV_hadm"	"long_title"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"diag_AIDS.HIV_hadm"	"diagnosis"	"diag_AIDS.HIV_hadm"	"code_yn"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"diag_AIDS.HIV_hadm"	"diagnosis"	"diag_AIDS.HIV_hadm"	"code_10"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"diag_AIDS.HIV_hadm"	"diagnosis"	"diag_AIDS.HIV_hadm"	"view"	FALSE	"T"	"T"	"Preserve the package default."	""
"diag_AKI.kdigo_icu"	"diagnosis"	"diag_AKI.kdigo_icu"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
"diag_AKI.kdigo_icu"	"diagnosis"	"diag_AKI.kdigo_icu"	"stay_id"	FALSE	"T"	"T"	"Preserve the package default."	"character or logical"
"diag_AKI.kdigo_icu"	"diagnosis"	"diag_AKI.kdigo_icu"	"aki_stage"	FALSE	"\"AKI_stage\""	"\"AKI_stage\""	"Preserve the package default."	"character or logical"
"diag_AKI.kdigo_icu.t"	"diagnosis"	"diag_AKI.kdigo_icu.t"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
"diag_AKI.kdigo_icu.t"	"diagnosis"	"diag_AKI.kdigo_icu.t"	"stay_id"	FALSE	"T"	"T"	"Preserve the package default."	"character or logical"
"diag_AKI.kdigo_icu.t"	"diagnosis"	"diag_AKI.kdigo_icu.t"	"charttime"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"diag_AKI.kdigo_icu.t"	"diagnosis"	"diag_AKI.kdigo_icu.t"	"aki_stage"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"diag_AKI.kdigo_icu.t"	"diagnosis"	"diag_AKI.kdigo_icu.t"	"aki_stage_smoothed"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"diag_AKI.kdigo_icu.t"	"diagnosis"	"diag_AKI.kdigo_icu.t"	"creat_low_past_7day"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"diag_AKI.kdigo_icu.t"	"diagnosis"	"diag_AKI.kdigo_icu.t"	"creat_low_past_48hr"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"diag_AKI.kdigo_icu.t"	"diagnosis"	"diag_AKI.kdigo_icu.t"	"creat"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"diag_AKI.kdigo_icu.t"	"diagnosis"	"diag_AKI.kdigo_icu.t"	"aki_stage_creat"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"diag_AKI.kdigo_icu.t"	"diagnosis"	"diag_AKI.kdigo_icu.t"	"uo_rt_6hr"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"diag_AKI.kdigo_icu.t"	"diagnosis"	"diag_AKI.kdigo_icu.t"	"uo_rt_12hr"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"diag_AKI.kdigo_icu.t"	"diagnosis"	"diag_AKI.kdigo_icu.t"	"uo_rt_24hr"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"diag_AKI.kdigo_icu.t"	"diagnosis"	"diag_AKI.kdigo_icu.t"	"aki_stage_uo"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"diag_AKI.kdigo_icu.t"	"diagnosis"	"diag_AKI.kdigo_icu.t"	"aki_stage_crrt"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"diag_AKI.kdigo_icu.t"	"diagnosis"	"diag_AKI.kdigo_icu.t"	"subject_id"	FALSE	"F"	"F"	"Preserve the package default."	""
"diag_AKI.kdigo_icu.t"	"diagnosis"	"diag_AKI.kdigo_icu.t"	"hadm_id"	FALSE	"F"	"F"	"Preserve the package default."	""
"diag_ARDS_hadm"	"diagnosis"	"diag_ARDS_hadm"	"subject_id"	FALSE	"F"	"F"	"Preserve the package default."	"character or logical"
"diag_ARDS_hadm"	"diagnosis"	"diag_ARDS_hadm"	"hadm_id"	FALSE	"T"	"T"	"Preserve the package default."	"character or logical"
"diag_ARDS_hadm"	"diagnosis"	"diag_ARDS_hadm"	"long_title"	FALSE	"F"	"F"	"Preserve the package default."	"character or logical"
"diag_ARDS_hadm"	"diagnosis"	"diag_ARDS_hadm"	"code_yn"	FALSE	"\"ARDS\""	"\"ARDS\""	"Preserve the package default."	"character or logical"
"diag_ARDS_hadm"	"diagnosis"	"diag_ARDS_hadm"	"code_10"	FALSE	"F"	"F"	"Preserve the package default."	"character or logical"
"diag_ARDS_hadm"	"diagnosis"	"diag_ARDS_hadm"	"drop_no"	FALSE	"F"	"F"	"Preserve the package default."	"是否查看词典结果"
"diag_Cerebrovascular.disease_hadm"	"diagnosis"	"diag_Cerebrovascular.disease_hadm"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
"diag_Cerebrovascular.disease_hadm"	"diagnosis"	"diag_Cerebrovascular.disease_hadm"	"hadm_id"	FALSE	"T"	"T"	"Preserve the package default."	"character or logical"
"diag_Cerebrovascular.disease_hadm"	"diagnosis"	"diag_Cerebrovascular.disease_hadm"	"long_title"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"diag_Cerebrovascular.disease_hadm"	"diagnosis"	"diag_Cerebrovascular.disease_hadm"	"code_yn"	FALSE	"\"Cerebrovascular.disease\""	"\"Cerebrovascular.disease\""	"Preserve the package default."	"character or logical"
"diag_Cerebrovascular.disease_hadm"	"diagnosis"	"diag_Cerebrovascular.disease_hadm"	"code_10"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"diag_Cerebrovascular.disease_hadm"	"diagnosis"	"diag_Cerebrovascular.disease_hadm"	"view"	FALSE	"T"	"T"	"Preserve the package default."	""
"diag_Chronic.pulmonary.disease_hadm"	"diagnosis"	"diag_Chronic.pulmonary.disease_hadm"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
"diag_Chronic.pulmonary.disease_hadm"	"diagnosis"	"diag_Chronic.pulmonary.disease_hadm"	"hadm_id"	FALSE	"T"	"T"	"Preserve the package default."	"character or logical"
"diag_Chronic.pulmonary.disease_hadm"	"diagnosis"	"diag_Chronic.pulmonary.disease_hadm"	"long_title"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"diag_Chronic.pulmonary.disease_hadm"	"diagnosis"	"diag_Chronic.pulmonary.disease_hadm"	"code_yn"	FALSE	"\"Chronic_pulmonary_disease\""	"\"Chronic_pulmonary_disease\""	"Preserve the package default."	"character or logical"
"diag_Chronic.pulmonary.disease_hadm"	"diagnosis"	"diag_Chronic.pulmonary.disease_hadm"	"code_10"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"diag_Chronic.pulmonary.disease_hadm"	"diagnosis"	"diag_Chronic.pulmonary.disease_hadm"	"view"	FALSE	"T"	"T"	"Preserve the package default."	""
"diag_CKD_hadm"	"diagnosis"	"diag_CKD_hadm"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
"diag_CKD_hadm"	"diagnosis"	"diag_CKD_hadm"	"hadm_id"	FALSE	"T"	"T"	"Preserve the package default."	"character or logical"
"diag_CKD_hadm"	"diagnosis"	"diag_CKD_hadm"	"long_title"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"diag_CKD_hadm"	"diagnosis"	"diag_CKD_hadm"	"code_yn"	FALSE	"\"CKD_yn\""	"\"CKD_yn\""	"Preserve the package default."	"character or logical"
"diag_CKD_hadm"	"diagnosis"	"diag_CKD_hadm"	"code_10"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"diag_Congestive.heart.failure_hadm"	"diagnosis"	"diag_Congestive.heart.failure_hadm"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
"diag_Congestive.heart.failure_hadm"	"diagnosis"	"diag_Congestive.heart.failure_hadm"	"hadm_id"	FALSE	"T"	"T"	"Preserve the package default."	"character or logical"
"diag_Congestive.heart.failure_hadm"	"diagnosis"	"diag_Congestive.heart.failure_hadm"	"long_title"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"diag_Congestive.heart.failure_hadm"	"diagnosis"	"diag_Congestive.heart.failure_hadm"	"code_yn"	FALSE	"\"Congestive_heart_failure\""	"\"Congestive_heart_failure\""	"Preserve the package default."	"character or logical"
"diag_Congestive.heart.failure_hadm"	"diagnosis"	"diag_Congestive.heart.failure_hadm"	"code_10"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"diag_Congestive.heart.failure_hadm"	"diagnosis"	"diag_Congestive.heart.failure_hadm"	"view"	FALSE	"F"	"F"	"Preserve the package default."	""
"diag_Dementia_hadm"	"diagnosis"	"diag_Dementia_hadm"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
"diag_Dementia_hadm"	"diagnosis"	"diag_Dementia_hadm"	"hadm_id"	FALSE	"T"	"T"	"Preserve the package default."	"character or logical"
"diag_Dementia_hadm"	"diagnosis"	"diag_Dementia_hadm"	"long_title"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"diag_Dementia_hadm"	"diagnosis"	"diag_Dementia_hadm"	"code_yn"	FALSE	"\"Dementia\""	"\"Dementia\""	"Preserve the package default."	"character or logical"
"diag_Dementia_hadm"	"diagnosis"	"diag_Dementia_hadm"	"code_10"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"diag_Dementia_hadm"	"diagnosis"	"diag_Dementia_hadm"	"view"	FALSE	"T"	"T"	"Preserve the package default."	""
"diag_Diabetes.with.chronic.complication_hadm"	"diagnosis"	"diag_Diabetes.with.chronic.complication_hadm"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
"diag_Diabetes.with.chronic.complication_hadm"	"diagnosis"	"diag_Diabetes.with.chronic.complication_hadm"	"hadm_id"	FALSE	"T"	"T"	"Preserve the package default."	"character or logical"
"diag_Diabetes.with.chronic.complication_hadm"	"diagnosis"	"diag_Diabetes.with.chronic.complication_hadm"	"long_title"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"diag_Diabetes.with.chronic.complication_hadm"	"diagnosis"	"diag_Diabetes.with.chronic.complication_hadm"	"code_yn"	FALSE	"\"Diabetes.with.cc\""	"\"Diabetes.with.cc\""	"Preserve the package default."	"character or logical"
"diag_Diabetes.with.chronic.complication_hadm"	"diagnosis"	"diag_Diabetes.with.chronic.complication_hadm"	"code_10"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"diag_Diabetes.with.chronic.complication_hadm"	"diagnosis"	"diag_Diabetes.with.chronic.complication_hadm"	"view"	FALSE	"T"	"T"	"Preserve the package default."	""
"diag_Diabetes.without.chronic.complication_hadm"	"diagnosis"	"diag_Diabetes.without.chronic.complication_hadm"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
"diag_Diabetes.without.chronic.complication_hadm"	"diagnosis"	"diag_Diabetes.without.chronic.complication_hadm"	"hadm_id"	FALSE	"T"	"T"	"Preserve the package default."	"character or logical"
"diag_Diabetes.without.chronic.complication_hadm"	"diagnosis"	"diag_Diabetes.without.chronic.complication_hadm"	"long_title"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"diag_Diabetes.without.chronic.complication_hadm"	"diagnosis"	"diag_Diabetes.without.chronic.complication_hadm"	"code_yn"	FALSE	"\"Diabetes.without.cc\""	"\"Diabetes.without.cc\""	"Preserve the package default."	"character or logical"
"diag_Diabetes.without.chronic.complication_hadm"	"diagnosis"	"diag_Diabetes.without.chronic.complication_hadm"	"code_10"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"diag_Diabetes.without.chronic.complication_hadm"	"diagnosis"	"diag_Diabetes.without.chronic.complication_hadm"	"view"	FALSE	"T"	"T"	"Preserve the package default."	""
"diag_diabetes_hadm"	"diagnosis"	"diag_diabetes_hadm"	"subject_id"	FALSE	"F"	"F"	"Preserve the package default."	"character or logical"
"diag_diabetes_hadm"	"diagnosis"	"diag_diabetes_hadm"	"hadm_id"	FALSE	"T"	"T"	"Preserve the package default."	"character or logical"
"diag_diabetes_hadm"	"diagnosis"	"diag_diabetes_hadm"	"long_title"	FALSE	"F"	"F"	"Preserve the package default."	"character or logical"
"diag_diabetes_hadm"	"diagnosis"	"diag_diabetes_hadm"	"code_yn"	FALSE	"\"diabetes\""	"\"diabetes\""	"Preserve the package default."	"character or logical"
"diag_diabetes_hadm"	"diagnosis"	"diag_diabetes_hadm"	"code_10"	FALSE	"F"	"F"	"Preserve the package default."	"character or logical"
"diag_diabetes_hadm"	"diagnosis"	"diag_diabetes_hadm"	"drop_no"	FALSE	"F"	"F"	"Preserve the package default."	"是否查看词典结果"
"diag_Hemiplegia.paraplegia_hadm"	"diagnosis"	"diag_Hemiplegia.paraplegia_hadm"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
"diag_Hemiplegia.paraplegia_hadm"	"diagnosis"	"diag_Hemiplegia.paraplegia_hadm"	"hadm_id"	FALSE	"T"	"T"	"Preserve the package default."	"character or logical"
"diag_Hemiplegia.paraplegia_hadm"	"diagnosis"	"diag_Hemiplegia.paraplegia_hadm"	"long_title"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"diag_Hemiplegia.paraplegia_hadm"	"diagnosis"	"diag_Hemiplegia.paraplegia_hadm"	"code_yn"	FALSE	"\"Hemiplegia.paraplegia\""	"\"Hemiplegia.paraplegia\""	"Preserve the package default."	"character or logical"
"diag_Hemiplegia.paraplegia_hadm"	"diagnosis"	"diag_Hemiplegia.paraplegia_hadm"	"code_10"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"diag_Hemiplegia.paraplegia_hadm"	"diagnosis"	"diag_Hemiplegia.paraplegia_hadm"	"view"	FALSE	"T"	"T"	"Preserve the package default."	""
"diag_Hypertension_hadm"	"diagnosis"	"diag_Hypertension_hadm"	"subject_id"	FALSE	"F"	"F"	"Preserve the package default."	"character or logical"
"diag_Hypertension_hadm"	"diagnosis"	"diag_Hypertension_hadm"	"hadm_id"	FALSE	"T"	"T"	"Preserve the package default."	"character or logical"
"diag_Hypertension_hadm"	"diagnosis"	"diag_Hypertension_hadm"	"long_title"	FALSE	"F"	"F"	"Preserve the package default."	"character or logical"
"diag_Hypertension_hadm"	"diagnosis"	"diag_Hypertension_hadm"	"code_yn"	FALSE	"\"Hypertension\""	"\"Hypertension\""	"Preserve the package default."	"character or logical"
"diag_Hypertension_hadm"	"diagnosis"	"diag_Hypertension_hadm"	"code_10"	FALSE	"F"	"F"	"Preserve the package default."	"character or logical"
"diag_Hypertension_hadm"	"diagnosis"	"diag_Hypertension_hadm"	"drop_no"	FALSE	"F"	"F"	"Preserve the package default."	"是否查看词典结果"
"diag_ischemic.stroke_hadm"	"diagnosis"	"diag_ischemic.stroke_hadm"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
